,TAU(MFT),wind,sst,airT,Pressure,TAU(obs),NN
314,0.12825027108192402,4.7444,6.3,6.3256,1037.2895,0.1516,0.18531792666930397
315,0.08683778345584899,3.2458,6.3,6.5,1037.8815,0.1028,0.12182838259826873
316,0.162395283579826,5.7783,6.3,6.5126,1036.6251,0.18,0.22919552127491372
317,0.166335493326187,5.8496,6.3,6.5211,1036.6422,0.1984,0.23220995516728643
318,0.164204403758049,5.8113,6.3,6.5254,1036.6507,0.1872,0.2305883495160475
319,0.170003861188889,5.9154,6.3,6.5339,1036.6678,0.1464,0.23499064194446678
320,0.11270372569561,4.1938,6.3071,6.8071,1037.1929,0.1137,0.16202316357089766
321,0.117244124412537,4.356,6.3085,6.8085,1037.1915,0.12,0.16887335491015137
322,0.119894541800022,4.4501,6.3099,6.8099,1037.1901,0.1109,0.172841994976085
323,0.117955602705479,4.3813,6.3114,6.8114,1037.1886,0.1342,0.16991800743661867
324,0.11249969154596301,4.1864,6.4,6.9,1037.1,0.1056,0.16088801909789932
325,0.111182756721973,4.1391,6.4,6.8986,1037.0872,0.111,0.15888887543771704
326,0.105671979486942,3.94,6.4,6.8957,1037.0616,0.1183,0.15046957950601295
327,0.105732545256615,3.9422,6.4,6.8943,1037.0488,0.115,0.15056472200225865
328,0.10360123217105902,3.8647,6.4,6.8915,1037.0233,0.1211,0.14729006249717605
329,0.101026482880116,3.7707,6.4,6.8872,1036.9849,0.1057,0.14331935931972686
330,0.12146627157926598,4.5057,6.4,6.8126,1036.1791,0.1472,0.17454993215560533
331,0.122588612139225,4.5453,6.4,6.8296,1036.1506,0.1563,0.17623192656269782
332,0.131384953856468,4.8532,6.4,6.8382,1036.1364,0.1307,0.18926198037314318
333,0.21042284369468697,6.614,6.4,7.1142,1035.6645,0.2096,0.26386848116256884
334,0.177954345941544,6.0646,6.4,7.1199,1035.6503,0.2081,0.24062749574444137
335,0.287944108247757,7.8465,6.3986,7.3014,1035.1986,0.2725,0.31612641194761626
336,0.224960744380951,6.8549,6.3972,7.3028,1035.1972,0.2571,0.2741868427483408
337,0.23704567551612898,7.0493,6.3957,7.3043,1035.1957,0.2806,0.28242577030091565
338,0.21966856718063396,6.7692,6.3915,7.3085,1035.1915,0.2047,0.2706146278503632
339,0.17791835963726002,6.071000000000001,6.3,7.3945,1035.1055,0.222,0.24193365050510884
340,0.180457770824432,6.1151,6.3,7.3888,1035.1112,0.1951,0.24379785983312907
341,0.15514156222343398,5.6614,6.3,7.3859,1035.1141,0.2183,0.22460197498947912
342,0.179635122418404,6.1007,6.3,7.3831,1035.1169,0.1828,0.2431870876372707
343,0.206821843981743,6.5613,6.3,7.3802,1035.1198,0.2226,0.26267338107315114
344,0.14959476888179798,5.4767,6.3,7.2,1035.3,0.1956,0.21673637943397336
345,0.15971319377422302,5.7423,6.3028,7.2057,1035.3,0.1623,0.2279486040310773
346,0.157024517655373,5.6929,6.3043,7.2085,1035.3,0.1782,0.22584506236884463
347,0.154142320156097,5.6298,6.3057,7.2113,1035.3,0.2251,0.22316292621135284
348,0.156794145703316,5.6887,6.3071,7.2142,1035.3,0.1843,0.2256424329024783
349,0.16074407100677499,5.7613,6.3114,7.2227,1035.3,0.1969,0.22867568556342677
350,0.200858399271965,6.4606,6.4,7.4,1035.3,0.1837,0.2574708749384382
351,0.166949927806854,5.8752,6.4,7.4,1035.2886,0.1971,0.23270579723379947
352,0.180243119597435,6.1097,6.4,7.4,1035.2829,0.1781,0.2426279616197386
353,0.18565165996551503,6.2031,6.4,7.4,1035.2801,0.1973,0.24658003980151683
354,0.20770189166069,6.5744,6.3987,7.4,1035.0973,0.2104,0.26233297907148806
355,0.20957666635513297,6.6054,6.3972,7.4,1035.0945,0.2315,0.2636586593019134
356,0.211885124444962,6.6453,6.3021,7.4064,1034.8957,0.2445,0.2662500641463447
357,0.219811871647835,6.775,6.3028,7.4085,1034.8943,0.2254,0.2717313297021893
358,0.20565767586231198,6.5425,6.3035,7.4106,1034.8929,0.2241,0.26188894276098756
359,0.199491322040558,6.4415,6.3514,7.5542,1034.7972,0.2135,0.2572098058436722
360,0.181308448314667,6.132000000000001,6.3521,7.5563,1034.7958,0.1988,0.24410961764010358
361,0.192464783787727,6.3232,6.3535,7.5606,1034.7929,0.1869,0.2521869841837187
362,0.18963302671909302,6.2751,6.3542,7.5627,1034.7915,0.1949,0.2501459855761045
363,0.23495529592037198,7.0233,6.3901,7.7099,1034.6308,0.2323,0.28151629147313983
364,0.264101892709732,7.4871,6.3,7.8014,1033.9958,0.2644,0.3020816150284763
365,0.270600527524948,7.5884,6.3,7.8028,1033.9915,0.2564,0.3063684416024606
366,0.288058251142502,7.8584,6.3,7.8043,1033.9872,0.2695,0.3177922434147691
367,0.28263571858406106,7.7749,6.3,7.8071,1033.9787,0.2535,0.31426129074710296
368,0.294217348098755,7.9531,6.3,7.8114,1033.9659,0.2177,0.32180347932453524
369,0.28994259238243103,7.888999999999999,6.3,7.9014,1033.6929,0.259,0.3196417032052139
370,0.263054460287094,7.4725,6.3,7.9028,1033.6858,0.2503,0.301528268002869
371,0.23506176471710197,7.0302,6.3,7.9085,1033.6574,0.2543,0.2828209302457876
372,0.328240156173706,8.4731,6.3,7.9973,1033.1987,0.2752,0.3468709453462822
373,0.326461791992188,8.4462,6.3,7.9916,1033.1958,0.3056,0.34563487938511334
374,0.3549656569957729,8.8732,6.3,7.9802,1033.1901,0.2747,0.36431474698334104
375,0.307439774274826,8.1578,6.3,7.9774,1033.1887,0.2795,0.33281582147115824
376,0.26801845431327803,7.5485,6.3,7.8199,1033.0503,0.2585,0.3048469367541484
377,0.31784391403198203,8.3161,6.3,8.0,1032.6,0.2539,0.34059723979714746
378,0.299222946166992,8.0328,6.3,7.9972,1032.6,0.3224,0.32810645598069754
379,0.26895502209663397,7.5659,6.3,7.9829,1032.6,0.27399999999999997,0.30742648725616983
380,0.309596598148346,8.1906,6.3,7.9773,1032.6,0.2954,0.3348546771784137
381,0.22751048207282998,6.9073,6.3,7.8211,1032.5719,0.2429,0.277803123884546
382,0.257131099700928,7.3785,6.3,7.8339,1032.5548,0.2505,0.29774292570644867
383,0.308741927146912,8.1796,6.3,8.1,1032.1859,0.3093,0.3359872000179945
384,0.28936865925788896,7.8835,6.3,8.1,1032.1787,0.3054,0.32296791770137345
385,0.28981131315231295,7.8903,6.3,8.1,1032.1574,0.2612,0.3232886004603739
386,0.329163491725922,8.4917,6.3,8.2958,1031.6126,0.2858,0.35220834021953257
387,0.32596868276596097,8.4435,6.3,8.2915,1031.6254,0.2967,0.3500328176223782
388,0.355334341526032,8.882,6.3,8.2,1031.8999,0.3051,0.36815347941423066
389,0.33287057280540505,8.5461,6.3,8.2085,1031.8957,0.278,0.353463213550871
390,0.34098500013351396,8.6679,6.3,8.2113,1031.8943,0.2958,0.35885028267818136
391,0.32745981216430703,8.4648,6.3,8.217,1031.8915,0.2871,0.3499736598943903
392,0.340626329183579,8.6654,6.3,8.3972,1031.8085,0.3093,0.3606404479597643
393,0.333032757043839,8.5514,6.3,8.3915,1031.8256,0.3181,0.35555206266755907
394,0.289779096841812,7.8912,6.3085,8.1915,1032.3662,0.2644,0.32395764130853943
395,0.332808881998062,8.5421,6.3943,8.1057,1031.9660000000001,0.2905,0.35164364038138657
396,0.33972600102424605,8.646,6.3929,8.1071,1031.9574,0.2988,0.35624551890172657
397,0.43995925784111,10.1206,6.3,8.1972,1031.3943,0.3886,0.4231294513361845
398,0.38789451122283897,9.3634,6.3,8.1929,1031.3858,0.3355,0.38978407521278396
399,0.42816111445426897,9.9493,6.3,8.1169,1031.1746,0.3498,0.4150329126734026
400,0.40714260935783403,9.6441,6.3,8.1198,1031.1704,0.3706,0.40163862279400653
401,0.386734366416931,9.3477,6.3128,8.3,1030.9,0.3603,0.39055303448937767
402,0.39952826499939004,9.533999999999999,6.3972,8.2943,1030.9114,0.3511,0.39817204832435116
403,0.37007999420166,9.1008,6.3957,8.2915,1030.917,0.3784,0.3790900449566795
404,0.39000588655471796,9.3944,6.3915,8.2829,1030.9341,0.3038,0.3919307142487204
405,0.33767896890640303,8.6165,6.3,8.093,1031.2859,0.3126,0.3560520195586971
406,0.337178409099579,8.6089,6.3,8.0873,1031.2745,0.3106,0.3556736152708853
407,0.316881000995636,8.3015,6.3,8.0,1031.1,0.317,0.3414754869920356
408,0.36074799299240096,8.9595,6.3,8.0,1031.1,0.3166,0.3704234947984794
409,0.351143211126328,8.8165,6.3,8.0,1031.1,0.2687,0.3641322585006654
410,0.332523286342621,8.5376,6.3,8.0,1031.1,0.2887,0.35186244418609874
411,0.32823428511619607,8.4731,6.3,8.0043,1031.0986,0.2841,0.3490682388992086
412,0.334818422794342,8.5723,6.3,8.0128,1031.0957,0.2864,0.3535183134462648
413,0.34010067582130393,8.6517,6.3,8.0213,1031.0929,0.2703,0.35709702543575544
414,0.33532929420471197,8.5845,6.3,8.3028,1030.9972,0.3037,0.35698308696774633
415,0.366893142461777,9.0552,6.3,8.3042,1030.9958,0.2697,0.37770584530901136
416,0.325118780136108,8.4309,6.3,8.3056,1030.9944,0.3205,0.35025570205649686
417,0.360022246837616,8.9534,6.3,8.3127,1030.9873,0.3429,0.373318895135288
418,0.32951346039771995,8.4986,6.3,8.4,1030.883,0.3014,0.35426764466744515
419,0.33804145455360396,8.6267,6.3,8.4,1030.8773,0.2984,0.3599090578298851
420,0.34379807114601096,8.7129,6.3,8.4,1030.8744,0.3006,0.36370422555241827
421,0.32631021738052396,8.4504,6.3028,8.4057,1030.6716,0.3236,0.3524001753952622
422,0.343712091445923,8.7117,6.3057,8.4114,1030.6432,0.3346,0.3639625362328927
423,0.353210479021072,8.8549,6.3999,8.5998,1029.7008,0.3211,0.372486218768241
424,0.38181319832801797,9.2785,6.4,8.6084,1029.6665,0.324,0.3912400392256567
425,0.36943817138671897,9.0961,6.4,8.6226,1029.6096,0.2819,0.38341165946627437
426,0.37136268615722706,9.1246,6.4,8.6255,1029.5982,0.3172,0.3847053101753806
427,0.45162171125412004,10.2946,6.4,8.8042,1028.8944,0.3348,0.438634315694416
428,0.409418076276779,9.6856,6.4,8.8256,1028.8659,0.3732,0.4120796312300964
429,0.434322983026505,10.0464,6.4,8.8298,1028.8602,0.3741,0.4279992379949885
430,0.42884737253189104,9.9675,6.4,8.8384,1028.8489,0.3625,0.42462369119695387
431,0.42197751998901395,9.8716,6.4,9.0972,1028.4957,0.3995,0.41964224575137343
432,0.419252008199692,9.8294,6.4,8.8958,1028.1749,0.3608,0.4197909949518055
433,0.39472213387489297,9.472000000000001,6.4,8.8915,1028.1492,0.3979,0.40405184775329195
434,0.44989177584648105,10.2697,6.3957,8.7915,1027.5787,0.3658,0.4387746528710995
435,0.482554525136948,10.7347,6.3901,8.7801,1027.5503,0.3995,0.45918317995125263
436,0.447512626647949,10.2355,6.3886,8.7773,1027.5432,0.3702,0.43721060917098564
437,0.462723761796951,10.453,6.3872,8.7744,1027.5361,0.4045,0.44676644018124
438,0.48450431227684004,10.7612,6.3014,8.6043,1027.0943,0.4119,0.4596327330903362
439,0.444689989089966,10.1939,6.3028,8.6085,1027.0886,0.4542,0.4347133551614638
440,0.45160931348800704,10.2932,6.3057,8.617,1027.0773,0.4232,0.43915873356518065
441,0.42893359065055797,9.9671,6.3085,8.6256,1027.0659,0.3982,0.4248908698374234
442,0.46653202176094105,10.5064,6.3099,8.6298,1027.0602,0.4121,0.4486549737080129
443,0.389378249645233,9.3938,6.3999,8.8998,1026.7003,0.3914,0.40105620983268264
444,0.44633358716964705,10.22,6.4,8.8987,1026.6973,0.3914,0.4385011823104278
445,0.462243884801865,10.4475,6.4,8.8944,1026.6888,0.4431,0.44847642907386975
446,0.490537077188492,10.8487,6.4,8.892999999999999,1026.6859,0.3779,0.46611605532881545
447,0.4510213136672971,10.2871,6.4,8.8915,1026.6831,0.4,0.4413972893484185
448,0.44389021396637,10.1848,6.4,8.8887,1026.6774,0.3935,0.43687522246803445
449,0.422363877296448,9.873,6.4213,8.8071,1026.4858,0.3831,0.42242785664001636
450,0.41330528259277294,9.7415,6.4298,8.8099,1026.4801,0.3785,0.4166243353451209
451,0.41462022066116294,9.7582,6.7,8.9,1026.3,0.3786,0.41678792527037767
452,0.458361983299255,10.3884,6.7028,8.9,1026.2986,0.3907,0.444497382263109
453,0.47259941697120705,10.5912,6.7057,8.9,1026.2972,0.3696,0.45340318496667836
454,0.433075547218323,10.0253,6.7085,8.9,1026.2957,0.3852,0.4284916719380587
455,0.440948456525803,10.1386,6.7171,8.9,1026.2915,0.3891,0.4334284128346664
456,0.447068870067596,10.2242,6.8998,8.9,1026.2001,0.4136,0.43618322522985586
457,0.40343588590622,9.5926,6.9013,8.9027,1026.2054,0.3025,0.40840866054111935
458,0.4522862136363979,10.2991,6.907,8.9141,1026.2281,0.3593,0.4395439996935028
459,0.43464797735214206,10.0456,6.9085,8.9169,1026.2338,0.4472,0.4284040865850993
460,0.394990146160126,9.4705,7.0,9.1,1026.5999,0.3625,0.4036686789317039
461,0.42623189091682395,9.9253,7.0,9.1028,1026.5958,0.392,0.4239706537110417
462,0.431383788585663,9.9998,7.0,9.1057,1026.5915,0.4609,0.427315060063438
463,0.39524552226066606,9.4746,7.0,9.1256,1026.5616,0.4176,0.4041543878151377
464,0.38473096489906294,9.3228,7.0,9.3,1026.3,0.3685,0.3994541638464201
465,0.42440089583396895,9.9014,7.0,9.2972,1026.2716,0.4013,0.42517788170461723
466,0.441723167896271,10.1512,7.0,9.2915,1026.2147,0.345,0.4361696383297091
467,0.47604987025260903,10.6403,6.9987,9.1987,1025.296,0.5156,0.4577211747831133
468,0.506287097930908,11.0668,6.9915,9.1915,1025.2746,0.4297,0.47647939502530806
469,0.503592848777771,11.029000000000002,6.9887,9.1887,1025.2661,0.4161,0.47481486297645786
470,0.45666649937629705,10.3643,6.9028,9.1085,1024.9802,0.4693,0.4455986050793651
471,0.419347494840622,9.827,6.9057,9.117,1024.9603,0.4045,0.42204653436022677
472,0.467676669359207,10.5215,6.9085,9.1256,1024.9404,0.4259,0.452687273872369
473,0.47578719258308394,10.6368,6.9099,9.1298,1024.9304,0.4455,0.4578022858413719
474,0.46780741214752203,10.5257,7.0,9.4043,1024.2574,0.3359,0.45572946288374955
475,0.48504489660263106,10.7702,7.0,9.4071,1024.229,0.4536,0.4665421733448271
476,0.46492862701416,10.4848,7.0,9.4114,1024.1863,0.423,0.45407167869134807
477,0.502551972866058,11.0179,7.0,9.4999,1023.3008,0.4802,0.47928531787373413
478,0.49277496337890603,10.8804,6.9987,9.4987,1023.2906,0.447,0.473242794798405
479,0.496055960655212,10.9266,6.9958,9.4958,1023.2707,0.4534,0.4752846596848876
480,0.508071839809418,11.0953,6.992999999999999,9.493,1023.2508,0.4465,0.48271623812891046
481,0.47555887699127203,10.637,6.9901,9.4901,1023.2308,0.4339,0.46256340009581426
482,0.5162954330444339,11.2103,6.9873,9.4873,1023.2109,0.4817,0.4877949119790645
483,0.514750123023987,11.1887,6.9,9.4,1022.6001,0.40399999999999997,0.4871396404055443
484,0.5576066970825201,11.7825,6.9057,9.4113,1022.5802,0.4304,0.5215633741424373
485,0.534623980522156,11.4654,6.9113,9.4227,1022.5603,0.4979,0.5018449521650397
486,0.5486237406730651,11.659,6.917000000000001,9.4341,1022.5404,0.4041,0.513936837359396
487,0.528658151626587,11.3827,6.9199,9.4398,1022.5304,0.3571,0.49674111063407683
488,0.492215037345886,10.8749,7.1,9.8,1021.9,0.4278,0.47673690781735106
489,0.515073657035828,11.1953,7.1,9.7787,1021.829,0.4592,0.49069676381376154
490,0.544517397880554,11.604000000000001,7.1,9.7659,1021.7863,0.4192,0.5115524731645162
491,0.479073286056519,10.6858,7.1056,9.5224,1020.9112,0.4362,0.46667904540603694
492,0.482233434915543,10.7307,7.1099,9.5395,1020.9198,0.5146,0.4687862003630234
493,0.66561895608902,13.2369,7.2028,9.8802,1021.0802,0.4767,0.6139487327180942
494,0.6433086395263671,12.9418,7.2043,9.8702,1021.0702,0.6172,0.5954896978408757
495,0.43722212314605696,10.0812,7.3014,9.1943,1020.3915,0.4108,0.43622446466335496
496,0.419710576534271,9.8276,7.3071,9.1716,1020.3574,0.3377,0.4248464844438232
497,0.39866715669632,9.5145,7.3999,8.8003,1019.8005,0.3604,0.40704201443894283
498,0.384229362010956,9.3025,7.4042,8.8042,1019.7874,0.3159,0.3976042253229164
499,0.39610677957534796,9.477,7.5,8.9,1019.5,0.4238,0.4056934918025661
500,0.451389849185944,10.2785,7.5,8.9,1019.5,0.3991,0.44141361186604444
501,0.47499591112136796,10.6155,7.5,8.9,1019.5,0.3793,0.4564326077631559
502,0.439843118190765,10.1123,7.5,8.883,1019.5085,0.4464,0.433826969504575
503,0.46335747838020297,10.4492,7.5,8.8574,1019.5213,0.4516,0.4485706255024039
504,0.420370101928711,9.8301,7.5,8.8403,1019.5298,0.3494,0.4207985684630233
505,0.5313082337379461,11.4005,7.5,8.3296,1019.8692,0.4338,0.4857847802553407
506,0.45843151211738603,10.3722,7.5,8.3382,1019.8891,0.4254,0.43950989566226195
507,0.437720715999603,10.0776,7.5,8.5702,1020.5298,0.3944,0.4278800334633319
508,0.406151711940765,9.6156,7.5,8.3,1020.8,0.3538,0.4042613504585748
509,0.42529553174972495,9.8942,7.4943,8.2886,1020.8028,0.3519,0.41662036869977603
510,0.37137708067894,9.1038,7.4915,8.2829,1020.8043,0.37,0.381365554372699
511,0.418167322874069,9.7906,7.4886,8.2773,1020.8057,0.2937,0.4119467942046684
512,0.375192016363144,9.1602,7.4858,8.2716,1020.8071,0.3747,0.383822845570212
513,0.43076461553573603,9.9732,7.4773,8.2545,1020.8114,0.3602,0.41996896966564046
514,0.294248580932617,7.9384,7.2945,7.9,1020.9083,0.2798,0.32755028215036175
515,0.26510146260261497,7.4872,7.2831,7.9,1020.9254,0.3157,0.30753955944531053
516,0.32577735185623197,8.4216,7.1028,7.8972,1021.1943,0.3433,0.3507034314505943
517,0.315536737442017,8.2664,7.1057,7.8943,1021.1887,0.3062,0.34373442312549357
518,0.30952811241149897,8.1749,7.1099,7.8901,1021.1801,0.2863,0.33958177858886457
519,0.297491431236267,7.9879,7.2043,7.7957,1021.0171,0.2825,0.3295259906874721
520,0.283951789140701,7.7794,7.2099,7.7901,1021.0398,0.2761,0.32009089159530024
521,0.28371217846870395,7.7756,7.2128,7.7872,1021.0512,0.3059,0.31984785477908473
522,0.289998292922974,7.8693,7.3,7.6831,1021.4423,0.3021,0.32158143837247266
523,0.290105402469635,7.8709,7.3,7.6802,1021.4494,0.261,0.32161508646746695
524,0.26914194226265,7.542999999999999,7.3099,7.5099,1021.9,0.23199999999999998,0.30463519996125754
525,0.29298648238182107,7.9122,7.4,7.6,1021.9,0.2994,0.32104202019919703
526,0.222277238965034,6.8001,7.4,7.7,1022.0888,0.2386,0.2722359143462296
527,0.219352647662163,6.7525,7.4,7.7,1022.0774,0.2257,0.2701289873573664
528,0.19314678013324696,6.3175,7.4,7.7,1022.0319,0.2111,0.2508000717153837
529,0.186541333794594,6.2047,7.4,7.6886,1021.2886,0.1962,0.24659750215975912
530,0.172163888812065,5.9508,7.4028,7.5028,1021.0972,0.1658,0.23364604035981024
531,0.16622456908226,5.8449,7.4042,7.5042,1021.0958,0.2098,0.22892740796513877
532,0.169753924012184,5.9079999999999995,7.5,7.6,1021.0,0.2039,0.23181025865676147
533,0.149833768606186,5.4845,7.5,7.5957,1021.0169999999999,0.1997,0.2128720803780593
534,0.16301816701889002,5.7869,7.5,7.5943,1021.0227,0.2102,0.22632803563479925
535,0.15338444709777802,5.6041,7.5,7.5901,1021.0398,0.215,0.2181178662609746
536,0.163404896855354,5.7938,7.5,7.5886,1021.0455,0.2104,0.22654998539961252
537,0.17422933876514402,5.987,7.5,7.5872,1021.0511,0.1898,0.23513926576243105
538,0.143660083413124,5.2751,7.5,7.5256,1021.4512,0.1861,0.20229465581700615
539,0.16033688187599202,5.7401,7.5,7.7,1021.7831,0.2131,0.22433407824942128
540,0.174306645989418,5.9905,7.5,7.7,1021.7745,0.2178,0.23550433391503167
541,0.17102654278278398,5.9306,7.4,7.4972,1021.7014,0.2093,0.23195694474567796
542,0.18993028998374897,6.2553,7.4028,7.3028,1021.8138,0.215,0.24432267664810942
543,0.23420412838459,6.9853,7.4127,7.3127,1021.8636,0.2035,0.27678830098700824
544,0.255280166864395,7.3204,7.5,7.4,1022.283,0.2481,0.2911475115417588
545,0.26757484674453696,7.5133,7.5,7.4,1022.2318,0.2864,0.29980911479168393
546,0.13965617120266,5.1383,7.5,7.4,1021.7014,0.1504,0.1946327155844214
547,0.148087844252586,5.4256,7.5,7.4,1021.7114,0.1667,0.2074240525745872
548,0.164456516504288,5.8093,7.5013,7.4027,1021.796,0.1923,0.22443079372571753
549,0.173263818025589,5.9665,7.5028,7.4055,1021.7917,0.1992,0.23145428643227922
550,0.191692188382149,6.2854,7.507000000000001,7.4141,1021.7789,0.2255,0.2457243158572075
551,0.179868921637535,6.0823,7.5085,7.4169,1021.7746,0.1768,0.2366902126938632
552,0.16821676492690998,5.877000000000001,7.5099,7.4198,1021.7704,0.1824,0.22756026033309107
553,0.157971054315567,5.6931,7.6057,7.6141,1021.5028,0.2316,0.22063181893552578
554,0.14868351817131,5.4456,7.6113,7.6284,1021.5057,0.2149,0.2096816095008994
555,0.157409533858299,5.683,7.6142,7.6355,1021.5071,0.1915,0.22030023930023315
556,0.33701699972152693,8.5826,7.8,8.0517,1021.6085,0.3188,0.3515921879759651
557,0.34358868002891496,8.6806,7.8,8.0034,1021.617,0.326,0.3554685123503815
558,0.255330950021744,7.3262,7.8,7.9792,1021.6213,0.3249,0.2948614998155964
559,0.329852104187012,8.4723,7.8,7.9067,1021.6341,0.3025,0.345201876731779
560,0.5119189620018011,11.1036,7.8,6.4014,1021.8998,0.4166,0.4471605514727449
561,0.557202816009522,11.7342,7.8,6.3749,1021.9335,0.5036,0.480560662742542
562,0.47263741493225103,10.546,7.8,6.3236,1022.0018,0.4961,0.4214074941170832
563,0.5076008439064029,11.0347,7.8099,5.7304,1022.7497,0.4345,0.4401630699290481
564,0.5054832100868231,11.0047,7.8114,5.7205,1022.7568,0.4016,0.43887805921181366
565,0.45676311850547796,10.3013,7.9,5.1,1023.2,0.3595,0.4081703654618678
566,0.40929037332534796,9.6048,7.9226,4.6887,1023.5904,0.3535,0.37838703685814706
567,0.51604700088501,11.1367,8.0972,4.5915,1024.3113,0.3439,0.44146950964986964
568,0.49447190761566207,10.8316,8.0943,4.583,1024.3227,0.3749,0.4285849564940998
569,0.48840960860252397,10.7453,8.0901,4.5702,1024.3398,0.3842,0.4249678090790262
570,0.474222898483276,10.5398,8.0,4.2503,1024.7796,0.4013,0.41698643991211903
571,0.425299316644669,9.832,8.0,4.2432,1024.7909,0.4002,0.38703810798077726
572,0.492167621850967,10.7957,8.0,4.2361,1024.8023,0.3321,0.42780781316188077
573,0.37831953167915294,9.1323,8.0,3.7987,1025.5148,0.3781,0.35726378411792564
574,0.423944085836411,9.8059,8.0,3.793,1025.5774,0.3241,0.3857510911440581
575,0.47729104757309004,10.5767,8.0,3.7,1026.5998,0.3023,0.41817346992997306
576,0.38963750004768394,9.2985,8.0,3.6574,1026.6497,0.2903,0.3640821511071712
577,0.38611575961113,9.2377,8.0,3.0915,1027.3114,0.373,0.3613373237157808
578,0.395583689212799,9.3782,8.0,3.0872,1027.3171,0.2722,0.3672801791276174
579,0.48842474818229703,10.7244,8.0,2.8002,1027.6997,0.3454,0.4241398060585062
580,0.318854659795761,8.2177,7.9987,2.7973,1027.7027,0.2915,0.3180969000147038
581,0.371796250343323,9.0195,7.9972,2.7945,1027.7055,0.3589,0.3520325767964933
582,0.300254732370377,7.9313,7.9958,2.7916,1027.7084,0.2186,0.30600480964903654
583,0.27774426341056796,7.5809,7.9887,2.7774,1027.7226,0.2914,0.29124079609779985
584,0.35055804252624495,8.6999,7.9873,2.7745,1027.7254,0.2591,0.3385955656907969
585,0.276221871376038,7.5555,7.9,2.6057,1027.883,0.2762,0.2909303947011588
586,0.27961260080337497,7.6087,7.9,2.6113,1027.866,0.2188,0.29318472587852673
587,0.27424216270446805,7.5246,7.9,2.6142,1027.8574,0.2545,0.2896283775619286
588,0.32202976942062395,8.267999999999999,7.9,2.8,1027.2943,0.3383,0.32119754005289014
589,0.268773317337036,7.4419,7.9,2.7915,1027.1254,0.3124,0.28627555918578373
590,0.24300155043601998,7.0325,7.9,2.7887,1027.1339,0.23600000000000002,0.2689528998094292
591,0.16962647438049303,5.8020000000000005,7.9,2.7,1027.3999,0.2088,0.2182551144695878
592,0.17402915656566598,5.8805,7.9,2.7284,1027.4,0.2164,0.22016114454982147
593,0.237120255827904,6.937,7.9,2.7398,1027.4,0.209,0.26486087199677705
594,0.116766788065434,4.3422,7.9,3.083,1027.4057,0.1457,0.17753816111220844
595,0.19063845276832603,6.1752,7.9,3.0744,1027.4085,0.2031,0.23266232371269235
596,0.201553791761398,6.3546,7.9,2.8169,1027.5338,0.2247,0.24020484284390337
597,0.135800212621689,5.0089999999999995,7.9,3.0,1028.2,0.1654,0.19210642983440146
598,0.11316318064928099,4.2136,7.9,2.9943,1028.2028,0.0888,0.17903835094099507
599,0.10774236917495698,4.0186,7.9,2.9,1028.3,0.1544,0.1797709493019276
600,0.117923952639103,4.3835,7.8929,2.9071,1028.3071,0.1535,0.18543821404954608
601,0.104495875537395,3.9008,7.8071,2.9929,1028.3929,0.1812,0.172056690385053
602,0.11818039417266801,4.3926,7.9,2.9169,1028.2662,0.1755,0.18531569258169595
603,0.105004794895649,3.9192,7.9099,3.1,1027.8702,0.1724,0.16985636485608713
604,0.145987093448639,5.3574,7.9958,3.1,1027.3958,0.1763,0.19719345871627328
605,0.138802379369736,5.1122,7.9,3.1,1027.2787,0.1655,0.18971940981088564
606,0.159892588853836,5.6351,7.9,3.1128,1026.7957,0.2209,0.20992301634503355
607,0.168495386838913,5.7903,7.9,3.117,1026.7943,0.1745,0.21648987750228418
608,0.150697275996208,5.4655,7.9,3.1298,1026.7901,0.1634,0.2027503754938241
609,0.16843602061271698,5.7895,7.9099,3.1398,1026.6702,0.231,0.21638986788660672
610,0.175053536891937,5.9123,7.9901,3.5,1026.4199,0.2125,0.2209332725833286
611,0.126778170466423,4.6948,7.9,4.0,1026.3,0.2037,0.17031614236549925
612,0.157324895262718,5.6079,7.9958,4.2,1026.4665,0.1932,0.20806434664240872
613,0.17828920483589197,5.9849,7.9,4.2071,1025.6574,0.21600000000000003,0.22503127316081037
614,0.18359237909317003,6.077000000000001,7.9,4.2099,1025.6404,0.2054,0.22893115804076652
615,0.24216796457767498,7.0479,7.9085,4.3085,1025.0574,0.2059,0.270042655829085
616,0.23340877890586897,6.9071,8.0,4.3987,1024.596,0.1889,0.2633407349572045
617,0.196668535470963,6.3018,8.0,4.3944,1024.5832,0.2536,0.23773341762274774
618,0.219275042414665,6.6772,8.0,4.3887,1024.5661,0.1899,0.25361825924884157
619,0.24939055740833302,7.1615,8.0,4.3085,1024.3085,0.2123,0.27414528415946915
620,0.24826163053512598,7.1436,8.0,4.3128,1024.3128,0.3105,0.2733877004922265
621,0.20409868657589,6.4266,8.0,4.4,1024.4128,0.155,0.24304399204629568
622,0.184190690517426,6.0891,8.0,4.4,1024.4384,0.2133,0.22876044411165763
623,0.20631128549575797,6.4637,7.9887,4.4,1024.7,0.1833,0.24466625880509207
624,0.14733229577541399,5.4021,7.9014,4.4042,1024.6972,0.1578,0.20054942305251924
625,0.13888929784297901,5.1142,7.9071,4.4213,1024.6858,0.153,0.1883206543985469
626,0.161241009831429,5.6896,7.9943,4.7114,1024.5,0.1513,0.2119305720289644
